,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
5528,Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.21618316831682832,0.05,0.33,70.84898545519842,30.43616448195367,8.3,111.0,Creative Assembly
5530,Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.21618316831682832,0.01,0.33,63.0,11.0,6.9,11.0,Artificial Mind and Movement
5531,Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.29,0.02,0.21618316831682832,0.02,0.33,65.0,5.0,7.212795600366628,188.21136571952337,"Terminal Reality, 4mm Games"
5532,MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.28,0.02,0.21618316831682832,0.02,0.33,70.0,7.0,8.3,9.0,Rainbow Studios
5534,Binary Domain,PS3,2012.0,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,Sega
5535,NBA Live 06,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.21618316831682832,0.01,0.33,76.0,14.0,7.212795600366628,188.21136571952337,EA Canada
5537,Dr. Mario / Puzzle League,GBA,2005.0,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74.0,14.0,7.212795600366628,188.21136571952337,Intelligent Systems
5539,DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.27,0.04,0.21618316831682832,0.02,0.33,26.0,16.0,3.7,9.0,AI
5542,Major League Baseball 2K6,XB,2006.0,Sports,Take-Two Interactive,0.24,0.07,0.21618316831682832,0.01,0.33,71.0,21.0,5.7,12.0,Kush Games
5543,Golden Axe: Beast Rider,X360,2008.0,Action,Sega,0.19,0.11,0.21618316831682832,0.03,0.33,45.0,33.0,5.8,33.0,Secret Level
5545,EA Playground,DS,2007.0,Sports,Electronic Arts,0.29,0.01,0.21618316831682832,0.03,0.33,60.0,8.0,7.6,13.0,Piranha Games
5549,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004.0,Action,Konami Digital Entertainment,0.23,0.09,0.21618316831682832,0.01,0.32,65.0,9.0,7.212795600366628,188.21136571952337,Konami
5550,Nicktoons: Movin',PS2,2004.0,Action,THQ,0.16,0.12,0.21618316831682832,0.04,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Mass Media
5551,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.17,0.13,0.21618316831682832,0.03,0.32,65.0,26.0,8.2,5.0,Sanzaru Games
5552,Chicken Riot,Wii,2010.0,Action,City Interactive,0.14,0.15,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,City Interactive
5555,Iron Man 2,Wii,2010.0,Action,Sega,0.15,0.15,0.21618316831682832,0.03,0.32,41.0,11.0,4.6,12.0,High Voltage Software
5556,SWAT: Global Strike Team,PS2,2003.0,Shooter,Vivendi Games,0.16,0.12,0.21618316831682832,0.04,0.32,69.0,21.0,7.8,16.0,Argonaut Games
5559,The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,0.12,0.16,0.21618316831682832,0.04,0.32,70.84898545519842,30.43616448195367,5.7,6.0,Ubisoft Montpellier
5560,Battlestations: Pacific,X360,2009.0,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,Eidos Interactive
5561,Elebits,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,Konami
5563,Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.25,0.04,0.21618316831682832,0.03,0.32,75.0,25.0,6.3,4.0,"Terminal Reality, 4mm Games"
5564,Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,Sega
5565,Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.25,0.04,0.21618316831682832,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft
5566,Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.21618316831682832,0.06,0.32,44.0,30.0,5.6,23.0,Secret Level
5567,Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.21618316831682832,0.04,0.32,87.0,28.0,8.3,974.0,Visceral Games
5570,Bratz: Girlz Really Rock,DS,2008.0,Action,THQ,0.18,0.11,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Blitz Games
5572,Kinetica,PS2,2001.0,Racing,Sony Computer Entertainment,0.16,0.12,0.21618316831682832,0.04,0.32,77.0,21.0,8.3,21.0,SCE Santa Monica
5573,The Black Eyed Peas Experience,X360,2011.0,Misc,Ubisoft,0.2,0.1,0.21618316831682832,0.03,0.32,66.0,17.0,5.8,8.0,iNiS
5574,NBA Street V3,XB,2005.0,Sports,Electronic Arts,0.28,0.03,0.21618316831682832,0.01,0.32,89.0,41.0,8.9,10.0,EA Canada
5577,Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.25,0.05,0.21618316831682832,0.03,0.32,50.0,8.0,5.2,16.0,n-Space
5578,Remember Me,PS3,2013.0,Action,Capcom,0.1,0.17,0.21618316831682832,0.06,0.32,72.0,37.0,7.4,424.0,DONTNOD Entertainment
5579,Silent Hill: Downpour,X360,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.21618316831682832,0.02,0.32,68.0,38.0,7.3,269.0,Konami
5581,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,Capcom Vancouver
5583,Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.21618316831682832,0.03,0.32,67.0,18.0,7.2,128.0,Dimps Corporation
5584,Eternal Sonata,X360,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,Tri-Crescendo
5585,Harvest Moon: Back to Nature,PS,1999.0,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,82.0,6.0,9.3,78.0,Victor Interactive Software
5586,Dead or Alive 5,X360,2012.0,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,Team Ninja
5588,Final Fantasy XI,PS2,2012.0,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32,85.0,49.0,6.9,66.0,Square Enix
5590,Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.21618316831682832,0.03,0.32,75.0,60.0,7.2,46.0,Triumph Studios
5595,"Warhammer 40,000: Squad Command",PSP,2007.0,Strategy,THQ,0.11,0.13,0.21618316831682832,0.08,0.32,67.0,25.0,7.6,26.0,RedLynx
5596,Darkwatch,PS2,2005.0,Shooter,Ubisoft,0.16,0.12,0.21618316831682832,0.04,0.32,74.0,37.0,8.4,42.0,High Moon Studios
5597,Tony Hawk's American Wasteland,X360,2005.0,Sports,Activision,0.28,0.01,0.21618316831682832,0.03,0.32,75.0,43.0,7.2,21.0,Neversoft Entertainment
5598,Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,Now Production
5599,Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Griptonite Games
5600,Pony Friends 2,DS,2009.0,Simulation,Eidos Interactive,0.21,0.09,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Tantalus Interactive
5601,My Baby: First Steps,DS,2009.0,Simulation,SouthPeak Games,0.27,0.03,0.21618316831682832,0.02,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Nobilis
5602,Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,0.25,0.06,0.21618316831682832,0.01,0.32,92.0,33.0,8.4,41.0,Ubisoft
5603,Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,Electronic Arts,0.14,0.13,0.21618316831682832,0.05,0.32,43.0,21.0,5.7,27.0,EA Bright Light
5604,Sky Odyssey,PS2,2000.0,Simulation,Sony Computer Entertainment,0.16,0.12,0.21618316831682832,0.04,0.32,79.0,18.0,8.4,9.0,CAProduction
5607,Just Dance 2016,X360,2015.0,Misc,Ubisoft,0.23,0.05,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,6.0,5.0,Ubisoft
5609,World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.13,0.16,0.21618316831682832,0.03,0.32,88.0,62.0,7.5,535.0,Blizzard Entertainment
5610,Hatsune Miku: Project Diva F 2nd,PSV,2014.0,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,Sega
5611,Bleach: Shattered Blade,Wii,2006.0,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,Polygon Magic
5612,FIFA Street 3,PS3,2008.0,Sports,Electronic Arts,0.08,0.18,0.21618316831682832,0.06,0.32,63.0,37.0,6.9,19.0,EA Canada
5613,Fortress,GBA,2001.0,Action,Majesco Entertainment,0.23,0.08,0.21618316831682832,0.01,0.32,64.0,15.0,7.212795600366628,188.21136571952337,Pipe Dream Interactive
5614,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010.0,Adventure,Disney Interactive Studios,0.17,0.12,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,EA Bright Light
5615,FIFA 2001 Major League Soccer,PS,2000.0,Sports,Electronic Arts,0.18,0.12,0.21618316831682832,0.02,0.32,85.0,10.0,7.8,5.0,EA Sports
5616,Operation Flashpoint: Red River,PS3,2011.0,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,Codemasters
5617,Power Rangers Samurai,Wii,2011.0,Action,Namco Bandai Games,0.27,0.02,0.21618316831682832,0.02,0.32,45.0,4.0,7.212795600366628,188.21136571952337,Inti Creates
5619,DiRT 2,PSP,2009.0,Racing,Sony Computer Entertainment,0.09,0.15,0.21618316831682832,0.08,0.32,55.0,13.0,5.7,10.0,Codemasters
5621,Frogger's Adventures: The Rescue,PS2,2003.0,Platform,Konami Digital Entertainment,0.16,0.12,0.21618316831682832,0.04,0.32,59.0,12.0,8.5,6.0,Konami
5622,Silent Hill HD Collection,PS3,2012.0,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,Hijinx Studios
5624,Singularity,X360,2012.0,Shooter,Unknown,0.24,0.05,0.21618316831682832,0.02,0.32,76.0,70.0,7.7,169.0,Raven Software
5625,Karaoke Revolution Volume 3,PS2,2004.0,Misc,Konami Digital Entertainment,0.16,0.12,0.21618316831682832,0.04,0.32,82.0,25.0,7.8,10.0,Harmonix Music Systems
5627,Army of Two: The 40th Day,PSP,2010.0,Shooter,Electronic Arts,0.12,0.13,0.21618316831682832,0.08,0.32,49.0,11.0,6.0,32.0,"Buzz Monkey, EA Montreal"
5630,Persona 4: Dancing All Night,PSV,2015.0,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,"Atlus, Dingo Inc."
5634,Ultimate Fighting Championship: Throwdown,PS2,2002.0,Fighting,Ubisoft,0.16,0.12,0.21618316831682832,0.04,0.32,68.0,19.0,8.0,8.0,Opus
5638,Disney's Extreme Skate Adventure,PS2,2003.0,Sports,Activision,0.16,0.12,0.21618316831682832,0.04,0.32,78.0,15.0,8.3,12.0,Toys for Bob
5639,Rock Band Country Track Pack,PS2,2009.0,Misc,MTV Games,0.16,0.12,0.21618316831682832,0.04,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Harmonix Music Systems
5640,Prey,X360,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.21618316831682832,0.03,0.32,79.0,80.0,7.3,117.0,Venom Games
5644,Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft,0.26,0.03,0.21618316831682832,0.03,0.32,70.0,5.0,7.5,4.0,Ubisoft
5646,Folklore,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,145.0,"Game Republic, JapanStudio"
5648,Murdered: Soul Suspect,PS4,2014.0,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,Airtight Games
5649,The Darkness II,PS3,2012.0,Shooter,Take-Two Interactive,0.14,0.13,0.21618316831682832,0.05,0.32,79.0,28.0,7.6,127.0,Digital Extremes
5650,NBA 2K3,XB,2002.0,Sports,Sega,0.24,0.07,0.21618316831682832,0.01,0.32,87.0,15.0,7.9,9.0,Visual Concepts
5654,Sega Smash Pack,GBA,2002.0,Misc,Atari,0.23,0.08,0.21618316831682832,0.01,0.32,60.0,14.0,7.212795600366628,188.21136571952337,CodeFire
5655,All-Star Baseball 2005,PS2,2002.0,Sports,Unknown,0.16,0.12,0.21618316831682832,0.04,0.32,72.0,13.0,8.6,21.0,Acclaim
5659,NFL Fever 2004,XB,2003.0,Sports,Microsoft Game Studios,0.24,0.07,0.21618316831682832,0.01,0.32,74.0,29.0,8.8,16.0,Microsoft Game Studios
5660,Madden NFL 2002,GBA,2001.0,Sports,Electronic Arts,0.23,0.08,0.21618316831682832,0.01,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,BudCat
5662,FIFA Street 3,X360,2008.0,Sports,Electronic Arts,0.14,0.14,0.21618316831682832,0.03,0.32,63.0,48.0,6.9,18.0,EA Canada
5663,Cabela's Dangerous Hunts 2011,X360,2010.0,Sports,Activision,0.28,0.01,0.21618316831682832,0.02,0.32,55.0,7.0,7.212795600366628,188.21136571952337,Activision
5665,Test Drive Unlimited,X360,2006.0,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82.0,69.0,8.0,86.0,Eden Studios
5667,The Biggest Loser,DS,2009.0,Sports,THQ,0.18,0.11,0.21618316831682832,0.03,0.32,63.0,5.0,7.212795600366628,188.21136571952337,Webfoot Technologies
5668,Power Rangers Samurai,DS,2011.0,Action,Namco Bandai Games,0.26,0.04,0.21618316831682832,0.02,0.32,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Inti Creates
5669,Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,Deep Silver,0.24,0.07,0.21618316831682832,0.01,0.32,81.0,50.0,7.9,31.0,Phantagram
5670,4x4 Evolution,PS2,2001.0,Racing,Gathering of Developers,0.16,0.12,0.21618316831682832,0.04,0.32,64.0,11.0,7.212795600366628,188.21136571952337,Terminal Reality
5671,Clive Barker's Jericho,X360,2007.0,Shooter,Codemasters,0.28,0.01,0.21618316831682832,0.02,0.32,63.0,46.0,7.4,70.0,"Mercury Steam, Alchemic Productions"
5672,Rise of the Tomb Raider,X360,2015.0,Adventure,Square Enix,0.18,0.11,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,7.5,178.0,Nixxes Software
5675,Romance of the Three Kingdoms VII,PS2,2000.0,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,72.0,10.0,8.7,11.0,Koei
5677,Fable III,PC,2011.0,Role-Playing,Microsoft Game Studios,0.1,0.17,0.21618316831682832,0.05,0.32,75.0,39.0,5.4,555.0,Lionhead Studios
5679,"Monsters, Inc.",PS2,2002.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.21618316831682832,0.04,0.32,52.0,15.0,7.2,10.0,Artificial Mind and Movement
5680,DJ Hero,PS2,2009.0,Misc,Activision,0.1,0.02,0.21618316831682832,0.2,0.32,87.0,4.0,6.4,5.0,FreeStyleGames
5681,Lord of Arcana,PSP,2010.0,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,53.0,45.0,5.5,21.0,Access Games
5682,Phineas and Ferb: Across the 2nd Dimension,PS3,2011.0,Action,Disney Interactive Studios,0.15,0.11,0.21618316831682832,0.05,0.32,63.0,13.0,6.6,9.0,High Impact Games
5684,Tekken 6,PSP,2009.0,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0,"Namco Bandai Games America, Namco Bandai Games"
5687,Shenmue II,XB,2002.0,Adventure,Microsoft Game Studios,0.22,0.08,0.21618316831682832,0.01,0.32,80.0,31.0,9.3,96.0,Sega AM2
5688,Crash of the Titans,X360,2007.0,Action,Vivendi Games,0.27,0.02,0.21618316831682832,0.02,0.32,65.0,25.0,6.3,39.0,Radical Entertainment
5689,LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,5.7,6.0,TT Games
5690,Skylanders SWAP Force,XOne,2013.0,Platform,Activision,0.22,0.06,0.21618316831682832,0.03,0.32,70.84898545519842,30.43616448195367,5.5,43.0,Vicarious Visions
5694,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.06,0.19,0.21618316831682832,0.06,0.32,61.0,27.0,5.6,34.0,Codemasters
5695,Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.21618316831682832,0.06,0.32,72.0,42.0,7.6,24.0,Triumph Studios
5697,Shrek the Third,PSP,2007.0,Action,Activision,0.08,0.15,0.21618316831682832,0.09,0.31,57.0,8.0,7.212795600366628,188.21136571952337,Amaze Entertainment
5699,BlazBlue: Continuum Shift,X360,2010.0,Fighting,PQube,0.23,0.04,0.02,0.02,0.31,85.0,32.0,8.7,26.0,Arc System Works
5701,Crash Nitro Kart,XB,2003.0,Racing,Vivendi Games,0.24,0.07,0.21618316831682832,0.01,0.31,70.0,14.0,8.9,16.0,Vicarious Visions
5702,Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,Atlus,0.12,0.2819141381536318,0.19,0.01,0.31,77.0,23.0,8.0,21.0,Atlus
5703,Batman: Arkham Origins,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.21618316831682832,0.02,0.31,74.0,17.0,7.5,1170.0,Iron Galaxy Studios
5705,Harry Potter and the Half-Blood Prince,X360,2009.0,Action,Electronic Arts,0.17,0.11,0.21618316831682832,0.03,0.31,64.0,38.0,6.8,11.0,EA Bright Light
5708,Madden NFL 2004,GBA,2003.0,Sports,Electronic Arts,0.22,0.08,0.21618316831682832,0.01,0.31,70.0,9.0,6.6,5.0,BudCat
5715,NBA Inside Drive 2003,XB,2002.0,Sports,Microsoft Game Studios,0.23,0.07,0.21618316831682832,0.01,0.31,72.0,21.0,7.8,12.0,High Voltage Software
5716,FIFA Street,PS2,2005.0,Sports,Electronic Arts,0.15,0.12,0.21618316831682832,0.04,0.31,59.0,29.0,7.9,52.0,EA Canada
5717,Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive,0.27,0.02,0.21618316831682832,0.02,0.31,73.0,11.0,8.4,14.0,Backbone Entertainment
5718,Fate/Extra,PSP,2010.0,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58.0,10.0,8.1,39.0,"Image Epoch, Imageepoch"
5719,Drakengard 3,PS3,2013.0,Role-Playing,Square Enix,0.1,0.2819141381536318,0.19,0.02,0.31,61.0,33.0,7.7,237.0,Access Games
5720,Catherine,X360,2011.0,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,82.0,39.0,7.9,153.0,Atlus
5721,J Stars Victory Vs.,PS3,2014.0,Fighting,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,70.84898545519842,30.43616448195367,7.9,11.0,Bandai Namco Games
5725,1001 Touch Games,DS,2011.0,Action,Avanquest,0.11,0.16,0.21618316831682832,0.04,0.31,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Avanquest Software
5726,The Matrix: Path of Neo,XB,2005.0,Action,Atari,0.23,0.07,0.21618316831682832,0.01,0.31,73.0,39.0,7.3,20.0,Shiny Entertainment
5727,Namco Museum: Virtual Arcade,X360,2008.0,Misc,Atari,0.27,0.01,0.01,0.02,0.31,63.0,16.0,7.212795600366628,188.21136571952337,Namco Bandai Games
5728,Bust-A-Move Universe,3DS,2011.0,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,49.0,30.0,4.8,13.0,Arika
5729,Mortal Kombat: Shaolin Monks,XB,2005.0,Action,Midway Games,0.23,0.07,0.21618316831682832,0.01,0.31,78.0,37.0,6.6,19.0,Midway Studios - Los Angeles
5730,Batman: Arkham Origins,WiiU,2013.0,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.21618316831682832,0.03,0.31,68.0,5.0,7.4,127.0,Human Head Studios
5732,Shin Megami Tensei: Devil Survivor 2,DS,2011.0,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,79.0,21.0,8.8,45.0,Atlus
5735,Sonic Boom: Rise of Lyric,WiiU,2014.0,Action,Sega,0.19,0.09,0.21618316831682832,0.03,0.31,32.0,28.0,3.6,587.0,Big Red Button Entertainment
5738,WipEout Pulse,PSP,2007.0,Racing,Sony Computer Entertainment,0.13,0.12,0.21618316831682832,0.06,0.31,82.0,40.0,8.6,31.0,Studio Liverpool
5739,The Legend of Spyro: Dawn of the Dragon,X360,2008.0,Platform,Vivendi Games,0.16,0.12,0.21618316831682832,0.03,0.31,62.0,35.0,7.2,26.0,Etranges Libellules
5744,Fuel,X360,2009.0,Racing,Codemasters,0.09,0.18,0.21618316831682832,0.04,0.31,66.0,45.0,7.0,45.0,Asobo Studio
5746,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,76.0,17.0,7.1,110.0,Haemimont
5747,KISS Pinball,PS,2001.0,Action,Take-Two Interactive,0.17,0.12,0.21618316831682832,0.02,0.31,26.0,7.0,3.8,8.0,Wildfire Studios
5748,Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,Ubisoft,0.23,0.07,0.21618316831682832,0.01,0.31,85.0,41.0,8.6,25.0,Gearbox Software
5749,LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.21618316831682832,0.03,0.31,65.0,5.0,3.6,7.0,TT Games
5753,Skylanders: SuperChargers,PS4,2015.0,Action,Activision,0.17,0.08,0.21618316831682832,0.05,0.31,81.0,51.0,3.3,29.0,Vicarious Visions
5754,7 Wonders II,DS,2009.0,Puzzle,Rondomedia,0.13,0.15,0.21618316831682832,0.03,0.31,60.0,5.0,7.212795600366628,188.21136571952337,MumboJumbo
5756,Dark Void,X360,2010.0,Action,Capcom,0.19,0.09,0.21618316831682832,0.03,0.31,59.0,69.0,6.0,61.0,Airtight Games
5764,Happy Feet,DS,2006.0,Action,Midway Games,0.27,0.01,0.21618316831682832,0.02,0.31,70.84898545519842,30.43616448195367,0.3,9.0,Artificial Mind and Movement
5765,Manhunt 2,PSP,2007.0,Action,Take-Two Interactive,0.04,0.17,0.21618316831682832,0.09,0.31,69.0,15.0,8.1,38.0,Rockstar London
5766,Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.27,0.01,0.21618316831682832,0.03,0.31,79.0,34.0,8.3,44.0,Capcom
5768,Barbie as The Island Princess,DS,2007.0,Adventure,Activision,0.28,0.01,0.21618316831682832,0.02,0.31,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,"Human Soft, Ivolgamus"
5769,Star Wars Jedi Knight II: Jedi Outcast,XB,2007.0,Shooter,Activision,0.23,0.07,0.21618316831682832,0.01,0.31,81.0,24.0,6.8,15.0,Vicarious Visions
5770,Clash of the Titans,PS3,2010.0,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41.0,28.0,1.7,17.0,Game Republic
5771,Mega Man Battle Network 2,GBA,2002.0,Action,Ubisoft,0.22,0.08,0.21618316831682832,0.01,0.31,81.0,15.0,9.0,21.0,Capcom
5773,Pandora's Tower,Wii,2011.0,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73.0,48.0,8.0,99.0,Ganbarion
5777,Shaun White Snowboarding,PS2,2008.0,Sports,Ubisoft,0.15,0.12,0.21618316831682832,0.04,0.31,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Ubisoft
5778,SimAnimals,Wii,2009.0,Simulation,Electronic Arts,0.14,0.13,0.21618316831682832,0.03,0.31,58.0,13.0,2.1,35.0,Electronic Arts
5781,MySims SkyHeroes,DS,2010.0,Action,Electronic Arts,0.2,0.08,0.21618316831682832,0.02,0.31,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Electronic Arts
5782,Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,0.09,0.19,0.21618316831682832,0.03,0.31,73.0,14.0,6.0,8.0,Sidhe Interactive
5784,Midway Arcade Treasures 2,XB,2004.0,Misc,Midway Games,0.24,0.05,0.21618316831682832,0.01,0.31,74.0,38.0,7.4,7.0,Backbone Entertainment
5786,The Incredible Hulk,Wii,2008.0,Action,Sega,0.28,0.01,0.21618316831682832,0.02,0.31,46.0,21.0,7.212795600366628,188.21136571952337,Edge of Reality
5787,NASCAR Thunder 2003,GC,2002.0,Racing,Electronic Arts,0.24,0.06,0.21618316831682832,0.01,0.31,85.0,12.0,6.6,5.0,EA Sports
5790,Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,78.0,15.0,8.9,39.0,"Inti, Inti Creates"
5793,Pro Evolution Soccer 2013,X360,2012.0,Sports,Konami Digital Entertainment,0.08,0.2,0.21618316831682832,0.03,0.31,82.0,33.0,6.9,77.0,Konami
5794,Star Wars Racer Revenge,PS2,2002.0,Racing,LucasArts,0.15,0.12,0.21618316831682832,0.04,0.31,73.0,34.0,8.5,11.0,Rainbow Studios
5796,NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.15,0.12,0.21618316831682832,0.04,0.31,52.0,14.0,6.5,8.0,989 Sports
5799,Music Maker,PS2,2001.0,Misc,Magix,0.15,0.12,0.21618316831682832,0.04,0.31,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Magix
5805,Blade II,PS2,2002.0,Action,Activision,0.15,0.12,0.21618316831682832,0.04,0.31,49.0,21.0,6.1,14.0,Mucky Foot Productions
5808,TRON: Evolution,X360,2010.0,Action,Disney Interactive Studios,0.24,0.05,0.21618316831682832,0.02,0.31,58.0,51.0,6.0,41.0,Propaganda Games
5811,Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,Universal Interactive,0.23,0.07,0.21618316831682832,0.01,0.31,32.0,24.0,2.4,10.0,Ronin Entertainment
5814,Disney's The Emperor's New Groove,PS,2000.0,Platform,Sony Computer Entertainment,0.17,0.12,0.21618316831682832,0.02,0.31,66.0,8.0,7.2,6.0,Disney Interactive
5815,Dragon Ball Z: Battle of Z,PS3,2014.0,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,54.0,32.0,5.3,103.0,Artdink
5817,Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.21618316831682832,0.04,0.31,59.0,17.0,7.8,4.0,High Voltage Software
5820,Orphen: Scion of Sorcery,PS2,2000.0,Role-Playing,Activision,0.15,0.12,0.21618316831682832,0.04,0.31,54.0,15.0,5.8,8.0,Shade
5822,Star Wars Episode III: Revenge of the Sith,DS,2005.0,Action,Ubisoft,0.25,0.03,0.21618316831682832,0.02,0.3,73.0,22.0,7.8,19.0,Ubisoft
